total_weight,center_of_mass_offset,thrust_to_weight,arm_length,propeller_size,motor_kv,score
1037.1,0.13,1.92,135.0,8,2461,69.7
858.1,1.27,2.84,131.8,7,2434,76.4
731.3,1.0,0.97,129.0,5,1950,45.6
1266.0,3.4,1.6,152.9,9,1455,53.5
1136.7,2.07,2.81,192.3,9,2268,53.3
1697.7,1.08,1.06,141.8,8,1511,47.3
737.5,2.29,1.68,154.9,6,1547,66.7
958.2,0.79,1.67,155.4,6,1897,95.5
1667.7,0.37,1.46,127.2,8,1945,64.9
1082.2,0.44,3.03,216.3,8,2011,83.8
761.8,0.4,2.67,208.1,7,2171,89.8
805.2,1.83,3.3,101.5,6,2180,77.4
1308.2,1.5,2.48,198.6,9,1458,90.4
1443.8,2.36,1.41,128.9,8,1722,52.4
1180.4,1.06,2.94,167.8,9,1904,81.3
1048.2,0.2,1.34,221.5,9,1854,67.0
816.1,0.18,2.05,179.7,6,1777,100.0
1622.6,0.26,2.8,161.5,9,1956,83.2
1203.7,2.01,1.32,173.9,7,1702,60.5
1424.6,1.29,1.91,112.8,7,2629,70.0
1077.2,1.09,2.35,178.7,6,2023,100.0
906.5,0.81,1.79,135.8,7,2152,86.8
1419.9,0.09,2.25,207.9,8,2326,75.6
1180.1,0.74,2.01,152.1,6,2279,95.2
1518.6,0.49,2.25,217.0,9,2547,60.3
1340.2,0.14,0.91,206.4,8,1715,43.4
1436.3,0.16,2.36,167.9,6,2597,91.2
1024.0,0.17,3.0,185.3,9,2641,63.7
1200.7,0.42,2.11,165.3,9,2093,73.3
1183.7,0.17,0.93,137.0,9,2005,30.3
1079.1,0.46,2.24,163.0,9,1440,99.5
1896.8,0.49,1.71,222.0,9,2474,62.7
657.5,1.98,1.4,114.6,6,1743,63.7
1165.3,0.58,1.48,131.6,7,2305,58.0
1341.9,0.12,2.9,199.8,9,2077,78.0
1608.0,0.07,1.85,211.7,8,2330,77.9
1225.3,0.9,1.17,135.0,6,2388,44.8
500.0,2.65,1.95,139.0,5,2058,71.0
669.5,2.45,2.21,173.7,7,2077,62.6
953.3,2.31,2.87,134.2,8,1775,73.7
1212.0,1.12,3.35,195.3,9,1633,73.9
820.4,0.34,3.05,146.4,6,1961,87.3
604.4,0.96,2.22,168.7,6,2259,93.8
1344.4,0.69,3.18,174.2,9,2073,63.5
1835.6,0.14,2.32,153.2,8,2299,84.5
1454.5,0.2,2.26,150.4,6,2484,93.0
1349.2,0.62,3.17,135.5,7,1646,83.1
2212.6,0.66,1.47,189.5,8,2365,56.3
1329.0,0.3,1.64,202.1,9,2131,73.8
1333.6,4.46,3.11,155.8,8,1757,12.1
1320.0,0.52,3.19,184.4,8,1792,88.5
1528.8,0.59,2.3,174.3,5,2091,96.1
1567.4,0.16,1.43,186.4,9,1737,63.8
920.8,0.68,2.98,158.6,7,2326,83.8
1015.0,2.38,0.85,224.7,9,2253,0.0
500.0,0.89,0.91,128.7,5,2491,47.3
1828.0,0.17,1.77,146.0,9,2584,57.6
1133.0,0.81,1.13,217.5,9,2011,23.9
1255.4,0.62,3.02,182.6,7,2413,64.8
661.5,0.33,2.45,120.9,5,2226,97.8
1219.3,3.84,2.52,207.8,9,2692,2.1
1403.7,0.18,2.29,136.2,9,1990,81.3
1408.9,2.14,2.48,140.4,6,1588,70.6
1448.5,0.32,2.77,179.8,9,2520,59.1
793.7,2.49,1.04,112.6,7,2387,8.1
709.5,1.08,2.88,123.0,6,2265,95.6
577.9,3.69,2.97,114.0,5,1565,39.5
951.8,0.12,1.27,214.1,8,1558,84.8
615.3,0.03,1.78,202.4,7,2472,82.9
755.7,1.07,1.74,155.7,5,2061,95.9
1178.3,0.61,2.05,184.5,6,1623,96.9
1377.7,0.54,3.12,171.7,8,1592,91.3
702.8,0.18,2.31,86.2,5,2471,96.2
834.7,0.91,2.34,182.5,7,2003,100.0
831.7,1.29,3.12,128.1,6,1504,73.4
1218.7,2.02,3.1,115.3,7,2361,58.6
1102.5,0.23,1.14,172.5,7,1680,45.7
1039.3,0.16,2.62,116.5,6,1420,86.3
876.8,0.05,1.15,215.2,9,2040,28.0
1054.1,0.7,2.53,200.9,7,1573,97.1
843.9,1.88,2.11,182.2,6,2152,85.4
1640.9,0.29,1.02,186.7,7,1660,52.9
1463.8,2.18,2.34,144.3,9,1567,83.0
594.8,1.32,3.18,137.5,6,2568,68.7
878.4,1.17,1.21,166.4,5,1964,67.9
981.4,0.17,3.05,99.2,5,1620,80.1
1065.9,0.35,1.13,180.6,5,2019,52.4
1642.8,2.82,1.68,194.7,8,2271,42.7
712.9,0.98,0.95,162.9,7,2196,33.3
1467.4,1.67,3.28,189.5,7,2282,66.3
500.0,0.43,2.47,193.3,6,2047,100.0
1581.5,2.26,3.5,127.5,8,2530,34.3
1339.4,1.0,0.96,174.8,7,1954,48.7
500.0,1.27,3.21,192.7,6,1542,77.1
1487.5,1.86,1.97,166.8,9,2585,51.8
936.8,1.34,1.74,167.9,7,2388,73.6
1760.3,0.3,2.55,198.4,7,1752,100.0
1345.0,1.89,0.87,193.8,9,1627,26.8
1136.6,0.7,3.06,154.0,9,2058,65.7
889.2,1.52,1.77,121.1,7,2519,69.8
1301.6,1.1,3.4,158.9,9,1897,67.5
951.2,1.2,1.93,135.1,6,2424,75.1
768.5,0.41,1.89,173.4,7,1578,98.9
1019.8,0.83,2.8,173.2,7,1560,89.8
1152.2,0.54,1.32,97.5,5,1709,64.7
1236.7,1.12,2.98,113.3,7,1444,93.1
823.9,0.19,1.92,90.5,5,2218,100.0
1395.7,0.83,2.44,138.9,9,2451,60.1
1419.9,0.06,2.84,186.6,9,1611,93.1
882.4,0.12,1.47,134.7,6,2326,78.3
1003.1,0.82,1.84,115.3,5,2428,96.1
1027.3,0.39,1.34,202.5,7,1740,83.9
500.0,1.75,3.49,137.2,5,1599,70.9
1590.2,0.07,3.09,222.7,9,2065,68.7
973.9,0.54,1.29,214.4,9,2611,39.0
738.0,0.95,1.12,149.1,6,1701,48.1
1530.8,2.21,2.55,192.5,9,1539,75.2
800.5,0.76,1.48,114.9,5,2146,78.6
848.7,0.45,1.29,169.2,7,1412,83.6
1324.0,3.97,2.29,119.8,7,1771,37.1
1294.2,0.06,2.7,120.8,5,2687,99.5
794.2,0.8,3.31,145.7,6,2412,78.0
1095.7,0.07,1.81,160.2,7,1501,100.0
779.4,0.79,2.17,153.3,5,2273,95.0
1347.9,0.2,1.11,154.9,5,2636,51.0
1204.1,1.96,3.05,205.4,9,2238,47.4
827.7,1.19,1.29,226.0,9,2478,34.8
910.8,1.06,1.37,155.4,6,1495,60.1
500.0,2.4,1.13,170.3,6,2608,9.8
1068.2,0.62,1.61,104.3,6,1822,95.0
728.2,0.07,2.56,151.7,5,2067,100.0
676.8,0.14,2.36,106.0,5,2065,99.5
1465.4,0.68,3.46,185.5,9,1904,70.2
1185.7,1.79,1.01,174.4,7,1753,35.6
876.7,0.47,1.75,121.8,6,2496,86.9
1276.2,0.36,2.03,170.7,8,1421,100.0
884.1,0.18,1.94,146.7,6,2624,89.3
1505.4,0.2,3.28,206.1,9,1572,83.6
500.0,2.23,2.11,177.1,5,2054,81.8
1196.3,0.57,1.97,187.3,9,1848,80.3
1457.2,1.59,1.03,136.4,9,2569,0.0
1501.4,0.09,1.95,163.7,9,2690,60.6
1406.7,0.56,2.43,127.8,8,2394,70.4
1393.1,0.83,2.54,148.2,8,1787,97.1
763.1,0.19,0.9,192.4,6,1433,34.0
828.3,2.3,2.61,157.5,5,1703,66.7
1356.8,0.99,1.56,197.6,9,1482,96.7
1227.1,0.22,2.94,208.5,7,1883,100.0
794.4,0.53,1.57,176.5,6,1766,96.5
579.7,1.93,1.51,100.7,6,1719,81.7
2099.6,0.05,0.85,226.7,9,2627,5.6
724.7,3.75,3.4,154.8,6,1448,26.2
1202.8,0.12,2.64,190.2,9,2029,76.6
588.3,1.05,0.98,159.2,6,1670,46.8
619.1,0.59,3.14,92.9,5,1878,81.6
624.6,0.24,2.9,174.0,6,1745,100.0
750.8,0.24,2.55,157.1,6,2142,100.0
930.4,0.67,2.23,130.9,7,2246,88.1
637.0,0.12,3.32,115.8,5,1611,77.7
500.0,0.1,2.21,104.6,5,2312,100.0
826.5,0.18,0.89,127.1,5,2291,51.7
991.7,0.04,2.94,178.7,6,2647,86.5
1316.4,1.33,1.47,213.5,8,1479,70.4
962.3,0.87,1.32,152.0,6,1511,71.4
1352.4,0.69,2.63,206.2,9,1677,88.2
1037.2,2.1,3.24,120.1,7,1798,68.3
1020.3,0.76,3.18,169.0,5,1911,78.0
1875.3,0.75,0.97,200.1,9,2163,18.4
1288.1,1.92,0.88,199.6,9,1731,23.9
1482.7,0.41,1.63,158.6,8,1566,99.6
753.0,0.43,1.53,115.7,5,2298,100.0
1095.4,0.47,2.98,193.1,6,1843,100.0
972.6,2.03,2.2,126.7,5,1913,70.8
903.6,0.2,0.9,151.1,7,1806,46.7
517.2,1.28,3.25,164.7,5,2482,82.8
1486.3,0.19,1.53,230.2,9,1968,79.7
1303.2,0.11,1.49,208.0,9,2382,53.2
500.0,1.31,2.62,142.0,6,2111,92.0
500.0,0.49,2.83,113.3,6,2563,86.8
1184.4,0.26,2.31,118.3,6,1600,100.0
907.0,1.27,3.13,159.6,7,1636,78.0
947.6,0.03,2.97,96.6,5,1878,89.3
897.0,0.71,2.22,187.7,8,2159,78.3
500.0,0.43,2.05,154.1,5,2210,100.0
886.1,0.04,3.16,143.4,6,2357,95.3
805.7,0.6,3.45,167.4,7,1918,87.2
725.2,0.3,3.42,161.6,5,1811,84.4
1322.3,0.03,2.1,204.6,9,2151,80.7
1350.9,0.55,2.2,162.0,5,2187,100.0
1433.5,2.33,2.88,194.5,9,2337,43.9
500.0,0.24,2.16,134.2,5,2101,99.0
829.2,0.27,3.03,150.7,5,2243,94.3
712.4,0.82,2.38,149.9,5,2579,89.6
586.5,0.14,3.09,194.5,6,1411,78.6
1865.5,0.36,2.2,142.3,9,2247,71.8
1177.5,0.27,2.11,148.3,7,1571,100.0
969.2,0.95,3.43,188.7,8,1710,86.6
1845.8,2.97,0.88,138.5,9,2518,0.0
845.7,0.11,1.52,143.7,6,1644,100.0
1722.2,0.93,2.86,232.7,9,1737,83.0
1502.7,2.57,1.72,125.9,7,1463,73.8
1106.9,0.91,2.4,163.4,9,2120,72.4
1294.5,0.64,3.05,139.2,6,2126,91.9
710.5,0.13,1.61,127.4,6,1865,100.0
1308.3,0.37,2.04,139.1,8,1410,100.0
881.4,0.78,0.86,150.3,7,2190,35.4
1499.9,2.57,0.99,157.1,8,2504,0.0
868.0,0.65,2.25,181.1,5,2383,97.8
648.8,0.49,2.07,166.8,6,1769,100.0
1352.1,1.1,1.87,177.4,8,2588,64.6
1015.8,1.76,3.26,130.6,6,2486,66.5
827.2,0.75,1.48,182.4,6,1479,71.7
655.9,0.22,1.07,87.7,5,2452,50.6
848.4,0.21,0.86,117.8,6,2419,46.4
1274.5,1.78,2.5,185.2,8,2383,62.6
674.7,4.64,2.58,109.4,7,1673,19.6
1459.9,0.19,1.1,197.6,9,2343,21.2
1084.2,1.18,2.01,210.9,8,1640,94.4
587.5,0.24,3.08,116.6,5,2652,96.0
1148.2,0.41,2.01,232.9,9,2064,80.7
719.8,0.11,2.05,169.9,6,1755,99.3
859.4,1.99,1.71,156.7,8,1703,82.3
990.1,1.43,2.86,162.8,9,1742,77.9
1373.2,2.17,3.24,196.5,8,1577,68.8
1046.5,0.94,0.87,100.0,6,2442,35.5
1316.9,0.76,2.5,162.4,8,2464,69.0
610.3,0.19,3.35,140.7,5,1660,78.2
1345.5,0.81,1.58,139.5,9,2685,59.4
824.7,0.34,1.91,154.2,9,1786,85.7
1292.9,0.34,1.95,145.1,9,1700,87.7
967.4,2.54,2.49,209.7,8,2653,34.3
692.7,0.12,2.04,176.9,6,1986,100.0
924.6,0.32,3.43,164.5,8,2535,67.5
1698.9,0.93,0.94,147.7,8,1762,51.6
1887.7,1.89,2.66,200.4,9,2145,60.1
745.8,2.25,2.71,148.8,6,1575,66.4
1071.2,1.3,1.87,169.1,7,1807,90.6
597.6,0.56,2.49,152.5,6,1959,100.0
1019.4,3.68,3.27,178.5,8,1809,28.3
1184.8,0.56,2.63,154.4,5,1576,86.3
888.2,0.04,2.23,101.0,6,2143,100.0
782.7,1.56,2.93,160.4,9,2299,56.7
823.5,0.2,2.28,136.4,5,1448,85.8
1017.5,0.26,1.38,124.1,7,2211,73.0
535.8,0.64,1.45,124.3,7,1681,75.6
1247.4,1.98,2.97,83.9,5,1868,78.1
650.5,1.06,1.79,208.5,7,2634,76.1
1175.4,1.93,1.29,140.8,5,2550,67.9
1164.8,0.98,2.44,151.7,8,2421,69.9
1030.6,0.12,1.34,125.4,5,1695,67.4
990.2,0.06,2.75,149.6,8,2013,85.0
1332.2,1.56,2.97,206.8,9,2442,53.1
1525.5,1.45,1.57,218.6,9,2121,66.2
1343.6,1.92,3.48,153.7,7,2053,76.4
638.8,0.36,1.29,153.3,5,2249,73.1
1434.6,1.26,1.59,142.3,8,2570,64.0
1083.5,0.19,1.59,146.0,9,2512,68.9
827.3,1.45,1.48,180.4,9,2246,44.4
1903.4,0.2,1.92,228.6,9,1639,87.0
843.5,0.65,1.7,199.2,7,2298,87.9
1367.9,3.21,2.46,173.4,9,2254,31.6
969.8,0.29,3.27,153.4,6,2051,93.5
787.1,0.88,1.4,186.2,7,2519,56.8
985.4,1.6,1.91,155.0,5,2410,89.3
577.4,0.79,3.21,147.1,6,1581,76.1
570.5,0.06,1.8,189.1,7,2259,86.5
1094.0,0.34,2.46,128.1,7,2137,89.4
917.6,2.39,2.16,139.3,8,1592,75.4
847.3,0.23,1.0,119.0,6,2561,42.0
812.2,1.72,3.2,170.7,6,1769,79.0
858.7,0.84,3.38,190.8,6,1892,89.6
1618.6,0.81,1.81,219.4,9,2267,73.2
1478.2,3.34,1.94,213.2,9,2668,18.8
500.0,0.25,1.8,128.8,5,2264,100.0
844.5,1.82,3.27,126.2,5,2571,76.5
782.2,0.04,2.75,183.4,5,1769,87.7
1075.2,1.36,3.17,166.4,9,2056,57.6
980.6,0.4,2.6,179.3,8,1515,100.0
1358.0,0.36,1.9,121.9,5,2329,100.0
1323.8,1.98,1.44,148.8,7,2245,52.9
1218.4,0.24,1.81,178.7,9,1520,100.0
902.2,0.26,2.97,196.9,8,2357,76.1
1169.6,0.08,2.49,184.4,7,2650,80.4
1050.3,0.27,1.66,120.5,7,2130,95.3
1497.0,0.81,2.67,186.0,9,1478,93.8
500.0,4.43,1.84,173.3,6,2378,26.5
663.5,0.1,2.21,124.3,8,1539,98.5
799.1,0.06,1.65,182.1,9,2220,71.6
1212.4,0.46,0.84,144.6,6,2139,47.9
2097.5,0.1,1.57,212.0,9,1688,90.7
1416.0,0.34,3.09,234.1,9,1728,76.1
829.5,0.27,1.09,161.5,7,2271,40.8
1231.7,0.52,1.85,203.3,9,1499,97.4
1381.9,2.23,2.83,196.0,6,2430,68.1
1250.5,1.47,2.88,168.4,7,2594,69.7
785.6,1.5,2.29,99.7,6,2686,70.9
1438.5,0.39,2.79,159.8,6,1771,98.8
594.8,1.09,1.24,133.1,7,1943,75.2
1123.1,0.66,3.09,166.9,6,2124,83.0
500.0,0.91,1.98,156.2,5,1896,87.0
1487.0,0.46,1.54,193.3,9,2482,64.6
972.9,1.09,1.67,200.1,7,1734,91.0
807.5,0.27,1.75,185.2,7,1429,100.0
538.3,1.53,1.02,172.4,5,2683,42.1
1003.1,2.49,1.61,155.6,5,2560,77.8
500.0,0.53,0.99,142.6,5,1715,36.2
841.2,0.75,1.2,83.9,5,1859,63.9
1149.0,0.82,1.09,159.8,8,2133,27.7
1008.2,0.61,2.66,165.7,7,2606,79.4
970.2,0.04,2.54,138.2,6,1646,100.0
962.8,0.69,1.25,160.7,7,2452,59.2
1237.2,0.03,1.01,144.6,7,1578,50.0
532.3,2.36,1.81,163.4,7,1677,78.5
500.0,0.23,1.31,133.8,5,2699,78.0
776.4,0.97,2.15,108.2,5,2551,99.3
757.5,0.78,1.22,157.2,8,1706,78.4
1087.4,1.44,3.04,140.2,7,2496,58.4
1557.6,1.82,1.46,216.0,9,1772,51.9
1034.2,0.89,3.06,131.5,8,2125,66.5
1046.9,1.09,2.88,95.8,5,1833,86.4
835.8,0.13,2.76,189.6,7,2485,83.1
770.5,0.88,2.35,122.6,5,2467,100.0
684.1,4.52,3.13,130.7,6,2260,16.0
1103.8,1.2,1.72,134.5,5,1922,90.0
930.0,0.01,3.15,120.4,5,2093,84.6
966.2,2.89,1.46,132.9,8,2094,32.9
1157.7,0.48,1.82,115.2,6,1460,89.1
1025.3,1.1,0.88,171.3,9,1882,27.1
1497.9,0.17,2.87,224.5,9,2603,63.7
1230.2,0.2,1.45,178.7,9,1421,86.8
916.4,2.16,3.16,193.4,7,1914,65.7
1206.9,0.08,2.45,169.1,9,2150,81.2
929.1,0.47,1.52,165.8,7,2115,92.4
1117.7,1.1,3.46,102.1,5,2421,81.0
1058.3,2.32,1.83,150.7,9,2232,48.7
1012.4,0.28,3.18,161.5,8,2157,69.8
1247.9,0.94,2.15,174.9,6,2082,96.4
1170.6,0.12,2.54,147.3,6,2257,98.6
977.1,0.11,1.87,114.1,5,2393,97.3
1443.9,0.31,2.58,144.9,6,1972,99.7
1042.2,0.41,1.92,133.5,6,2072,100.0
793.9,1.05,3.15,83.7,5,1623,69.7
500.0,2.4,2.09,98.1,5,1936,76.8
820.5,0.63,2.35,90.1,5,1705,89.0
1716.6,0.04,2.91,164.3,8,1702,100.0
831.8,1.8,2.0,128.8,5,2033,84.2
867.1,0.13,1.07,99.5,5,1977,45.0
688.5,2.76,0.85,112.7,5,2692,13.3
1080.8,0.54,0.92,232.2,9,1414,46.7
1197.8,0.34,1.62,135.6,9,1917,82.3
1372.9,2.01,1.57,161.4,8,1652,83.6
1645.3,0.85,3.18,212.6,8,2508,59.4
1418.4,0.65,1.29,154.0,6,2129,81.4
1406.5,5.74,2.85,154.7,9,1562,0.0
1616.6,0.53,1.15,215.1,8,2660,14.9
1209.1,0.58,2.7,172.5,8,2505,75.1
1040.4,0.57,0.88,135.4,6,2173,42.4
943.9,0.76,2.51,165.9,5,1989,95.3
1132.9,1.01,0.83,170.3,7,1801,44.5
1191.3,2.57,2.11,170.1,6,2210,74.0
1329.6,0.53,3.43,119.3,7,1547,87.5
1040.4,4.2,3.33,159.5,6,2374,23.6
500.0,0.65,1.07,121.4,6,2578,39.0
777.7,0.14,3.04,106.5,5,1528,74.7
855.9,0.19,3.19,171.2,8,1518,85.0
1320.9,0.83,3.37,214.8,9,2693,47.9
562.1,0.04,2.69,163.2,6,1815,99.0
823.9,1.41,2.93,148.1,5,2234,92.0
1170.8,0.45,2.33,160.1,7,2433,86.1
1045.6,0.08,0.82,147.7,8,2646,19.9
1359.7,0.52,1.07,185.7,6,2241,49.6
1401.4,1.44,2.75,204.6,7,1577,88.1
1159.3,0.31,2.12,176.2,6,2600,86.1
1223.2,1.75,2.97,158.4,9,1943,65.1
1655.1,0.27,1.91,186.2,9,1976,83.5
1479.3,3.67,2.25,131.0,8,2449,25.0
566.1,0.26,2.23,130.3,7,2620,83.0
1228.1,0.47,2.05,226.1,9,2141,77.5
1118.8,2.22,3.26,92.7,5,2488,72.0
1526.1,2.47,2.63,213.6,8,1795,75.9
1031.9,0.51,3.43,97.7,6,2337,86.9
838.6,0.8,1.02,190.6,7,1582,44.4
1318.3,0.32,2.47,124.9,7,1663,96.7
1029.2,1.13,3.03,183.1,5,1426,70.0
1768.2,0.36,2.85,212.2,9,2674,57.1
841.5,0.1,2.34,200.5,7,1907,93.3
1276.3,2.02,2.08,117.3,5,2102,76.6
1006.5,0.36,2.14,182.4,5,1527,86.4
1122.0,0.7,2.64,156.6,6,2227,97.0
644.8,2.54,1.95,152.2,5,1818,64.1
1344.6,0.21,0.88,135.9,8,2223,29.4
711.2,0.61,2.75,202.1,7,2652,73.2
1371.6,3.34,2.51,166.0,8,2292,36.5
908.9,1.26,2.2,141.7,5,1943,96.7
500.0,0.53,1.07,121.6,5,2502,48.0
1075.2,0.0,1.86,160.0,8,2188,77.5
928.5,0.24,2.21,170.7,6,2479,91.1
1165.9,0.34,2.49,133.0,5,2260,100.0
1250.1,1.36,1.83,144.8,8,2477,70.3
1234.6,0.85,0.81,147.6,8,1601,43.7
957.2,0.33,1.28,129.6,7,1622,72.5
956.8,0.92,2.68,157.4,6,2552,82.3
1152.1,1.99,3.36,231.0,9,1729,63.0
1140.6,0.39,1.87,176.2,8,2280,78.4
1362.2,0.7,1.05,109.6,7,2295,34.3
1692.1,0.85,1.95,185.9,9,1527,100.0
920.6,0.11,3.06,124.2,7,2564,67.9
801.1,0.84,2.92,114.1,7,1869,97.0
1535.7,0.52,1.8,168.2,6,1981,100.0
500.0,0.3,0.81,142.9,5,1560,35.7
1182.2,0.71,1.7,156.1,6,1914,99.7
1570.6,1.29,2.86,185.2,9,2281,62.5
749.0,2.23,3.15,178.3,6,1923,73.3
563.9,1.89,1.99,153.4,5,2450,84.6
688.7,0.17,0.87,151.0,6,1768,52.9
1462.2,0.09,2.29,103.3,6,2436,86.9
1097.0,0.07,1.06,150.5,6,1522,43.4
1023.0,1.81,2.75,213.4,8,2114,68.4
1226.7,0.19,2.49,186.3,8,2677,69.7
527.7,0.3,1.21,183.4,6,2114,78.1
793.2,2.41,2.97,159.9,5,2075,72.1
806.7,0.11,1.66,140.4,5,2609,100.0
500.0,1.8,2.96,137.2,5,1719,75.3
500.0,0.12,3.34,132.8,5,2033,89.8
1350.3,1.64,2.18,167.5,7,2043,88.3
851.5,0.63,0.88,155.7,6,1929,51.1
1151.8,0.38,1.98,146.4,6,2441,92.9
1371.0,0.06,2.18,196.5,7,2429,79.7
500.0,0.81,1.5,166.1,5,2610,95.1
1349.4,0.48,1.69,202.2,9,1442,99.7
1710.9,0.59,1.52,170.0,9,2673,59.6
1433.2,0.02,2.12,178.2,7,2620,77.4
1374.7,0.8,1.18,177.5,9,2407,16.8
647.6,0.67,1.4,204.7,8,2626,49.4
1499.6,1.02,2.3,129.8,6,2176,95.0
1440.7,0.91,3.49,152.2,9,1588,88.6
1254.7,0.49,3.22,156.0,8,2246,66.9
1103.2,0.11,1.96,148.0,6,1872,100.0
1394.2,0.56,0.85,209.2,8,1672,45.8
924.6,0.89,2.5,155.0,6,2089,99.0
597.5,1.37,2.24,118.6,6,2348,96.1
1368.4,0.43,2.0,188.3,9,2513,63.1
816.5,0.42,2.21,126.8,7,1669,100.0
1303.7,0.14,2.26,158.0,9,1950,80.3
644.7,0.62,2.36,173.4,5,2543,97.5
970.2,1.14,0.91,186.8,8,1966,29.3
1082.9,0.42,1.93,160.3,5,2663,100.0
1314.8,0.17,2.34,142.3,6,2688,86.4
1189.9,1.08,2.16,144.9,9,2614,53.5
817.8,0.53,2.76,181.0,5,2074,100.0
679.2,0.6,3.48,99.7,5,2258,88.4
500.0,1.19,1.48,106.5,5,1863,62.3
765.5,0.03,2.34,182.4,6,2227,100.0
693.3,0.5,3.19,189.1,6,2197,88.1
783.7,1.17,2.52,121.2,6,2513,82.3
803.0,1.54,2.72,154.3,5,1758,77.4
1211.1,1.27,0.83,176.7,8,1779,39.1
598.3,2.59,2.74,185.2,9,1566,72.7
1374.0,0.11,2.87,177.3,9,2091,76.9
500.0,2.62,1.11,111.4,6,2015,20.0
893.5,0.93,0.86,98.9,5,1969,46.9
1359.9,0.52,2.07,208.9,8,2627,65.9
500.0,0.41,1.38,160.4,7,1525,77.3
1007.5,1.86,3.07,122.8,6,1744,76.8
1511.6,3.44,1.88,112.3,7,2068,44.8
1197.0,2.38,3.02,228.1,9,2166,40.7
1368.2,0.12,2.12,210.8,9,1939,81.2
1140.6,0.94,1.15,183.1,8,1610,51.9
1556.0,0.36,2.74,167.4,8,2400,79.8
999.9,0.53,3.19,127.0,7,1665,87.3
1359.5,0.35,1.4,156.8,9,2690,39.1
716.4,0.4,3.11,200.3,8,2369,66.8
1058.2,0.74,3.36,210.4,8,1653,87.3
1390.4,1.52,1.82,201.2,9,2611,51.7
966.9,2.84,3.44,208.6,9,1429,55.5
1157.4,0.94,3.05,101.3,5,2366,85.0
975.6,0.38,1.39,123.6,8,2187,60.8
1154.1,0.16,3.25,125.4,7,2098,85.0
500.0,0.27,3.49,111.9,6,1429,81.6
500.0,0.17,1.07,155.1,6,1560,42.3
1391.7,0.69,2.94,179.9,9,1746,87.5
1139.1,5.49,3.25,148.3,7,2645,0.0
1056.6,1.8,2.47,158.9,5,2611,87.9
1398.6,0.3,1.95,159.4,8,2364,72.5
924.0,1.52,1.51,97.1,5,2629,93.2
1022.4,0.59,2.84,204.6,7,1873,96.0
500.0,0.06,0.81,139.4,5,1908,38.9
1509.0,0.43,3.4,139.9,9,1456,94.7
859.7,0.98,3.13,104.8,6,2490,71.9
1014.1,0.62,3.49,216.0,9,1427,90.3
1131.7,1.6,2.62,136.2,8,2053,76.4
1208.8,2.57,3.07,170.1,9,1631,54.4
756.3,0.23,1.86,164.4,7,2530,78.9
1186.5,0.25,1.51,158.9,7,2560,79.0
1451.4,0.44,1.25,182.4,8,2058,69.9
978.7,0.36,3.29,215.2,8,2294,73.7
1221.8,1.3,2.12,105.1,6,2090,92.4
1035.9,0.43,1.94,139.4,5,1475,87.6
901.8,0.46,0.92,149.8,6,1854,50.4
1707.5,0.52,2.68,212.2,9,1744,85.7
1060.4,0.26,2.14,114.7,5,1989,99.1
1314.7,0.74,2.02,122.6,8,2114,76.6
762.6,3.41,0.98,120.2,7,1858,2.8
1738.1,2.19,0.96,219.8,9,2302,3.0
1092.5,0.37,1.45,180.5,6,1973,79.9
1571.0,0.71,1.9,206.5,8,1542,98.5
1052.4,0.16,0.89,112.7,5,1978,46.1
932.6,1.16,2.0,167.7,5,2220,92.7
1269.1,0.03,2.09,138.4,7,2336,88.7
968.5,1.27,2.81,159.0,8,2568,68.4
1721.4,0.83,3.07,133.9,8,1768,88.6
1240.2,1.34,1.42,160.5,9,2366,38.0
1122.4,0.75,1.61,179.5,9,2114,76.9
609.5,0.6,3.22,146.0,5,1652,78.3
781.1,1.57,2.83,182.7,6,2359,90.8
1173.1,0.85,1.75,174.2,5,2021,97.1
1331.6,0.79,2.88,156.2,9,2571,58.4
1403.4,1.4,1.66,196.4,9,2550,58.8
961.7,1.12,1.35,209.6,9,2296,48.5
500.0,0.62,2.95,159.3,5,1751,89.1
1497.9,0.12,3.15,158.6,8,1520,89.6
500.0,0.12,2.47,117.2,6,1773,100.0
1042.3,0.86,0.94,176.5,6,1740,42.7
1246.5,0.54,2.86,222.1,9,1430,98.6
636.4,1.09,1.06,176.3,7,2184,34.1
1332.3,0.75,3.49,98.3,5,1603,77.3
1033.8,0.29,1.91,129.2,8,1811,89.4
1628.9,0.87,2.15,208.0,9,1960,77.8
889.1,1.13,3.38,142.1,7,2001,85.3
1107.9,0.06,2.3,168.0,9,2651,56.9
1189.1,2.49,2.01,144.4,7,2222,64.3
763.4,0.24,1.42,130.8,6,2303,75.3
1402.7,0.62,2.62,118.6,7,2455,84.1
782.3,2.89,2.67,136.7,6,2090,65.3
829.2,1.59,1.94,158.7,6,1745,90.3
716.6,1.62,1.57,97.5,5,2620,92.7
1032.8,1.87,3.43,181.0,7,2146,65.0
900.8,0.27,3.13,171.9,8,1693,93.1
794.7,1.65,1.64,147.6,8,2173,69.3
502.2,2.63,0.92,166.6,7,1521,27.2
503.2,1.74,1.89,105.2,5,1774,74.0
1744.0,1.27,3.36,136.2,8,2365,63.3
1759.7,0.15,2.39,209.7,9,1415,100.0
1224.0,0.39,1.63,165.3,8,1837,91.1
576.0,1.24,1.7,150.2,5,1748,79.6
1206.2,0.48,1.95,133.2,6,1609,97.0
